"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion",94,0.61625649666858,2.97792668883524,1e-10,3.58702512725077e-09,2.44231679127056e-09,580,"tags=32%, list=4%, signal=31%","220134/991/83540/1063/9133/11004/983/699/701/147841/79019/113130/5347/10403/9212/57405/81930/891/55143/1062/2491/151648/54821/64105/11130/151246/91687/64946/9735/54908"
"R-HSA-156580","Phase II - Conjugation of compounds",61,-0.609028158340809,-2.9527101200387,1e-10,3.58702512725077e-09,2.44231679127056e-09,1804,"tags=52%, list=11%, signal=47%","79799/653689/7360/9/23169/348158/6817/7366/2938/123876/27284/6822/2687/4143/389396/2954/10941/6783/7367/2944/133688/7365/2949/2939/54988/124975/7364/92292/54657/4837/10/1544"
"R-HSA-69278","Cell Cycle, Mitotic",409,0.493058019002146,2.92247416084746,1e-10,3.58702512725077e-09,2.44231679127056e-09,2828,"tags=37%, list=17%, signal=32%","220134/995/991/4751/83540/11065/7153/55355/4605/64151/1029/10112/1063/1869/9133/11004/983/699/90381/9232/2305/701/81620/147841/79019/113130/8318/5347/890/10403/51512/990/9212/6241/57405/81930/891/55143/1062/4998/2491/151648/1870/23397/898/54821/23594/6790/9837/64105/11130/8367/151246/91687/7083/1031/4171/8365/51053/8358/8317/10733/22974/993/51659/64946/27338/9735/9700/22994/54908/4175/157570/8339/80028/5984/9134/8370/2237/55957/4173/79172/286826/4172/8353/5427/1030/7298/23649/8970/8357/4174/22995/64785/84296/9918/7278/84515/1763/3014/8341/79980/5424/5933/5558/55722/55835/8362/8348/8344/1163/3978/8345/11190/8343/54892/7283/28227/8355/5111/23354/55166/10051/5983/3326/401541/51434/5557/27175/1875/55559/128312/8340/55055/10382/10376/994/79866/10592/8352/63943/95681/7443/3012/79023/55732/8338/8294/221496/8356/23225/440145/8360"
"R-HSA-453279","Mitotic G1 phase and G1/S transition",100,0.597790420084778,2.90796656547529,1e-10,3.58702512725077e-09,2.44231679127056e-09,1386,"tags=36%, list=8%, signal=33%","7153/4605/1029/1869/983/81620/8318/890/990/6241/891/4998/1870/898/23594/7083/1031/4171/51053/8317/993/4175/9134/55957/4173/286826/4172/5427/1030/7298/23649/4174/84515/5933/5558/1163"
"R-HSA-9648025","EML4 and NUDC in mitotic spindle formation",88,0.591019581068728,2.82458179217346,1e-10,3.58702512725077e-09,2.44231679127056e-09,580,"tags=30%, list=4%, signal=29%","220134/991/83540/1063/11004/699/701/147841/79019/5347/10403/9212/57405/81930/55143/1062/2491/151648/54821/64105/11130/151246/91687/64946/9735/54908"
"R-HSA-68962","Activation of the pre-replicative complex",29,0.736541878692039,2.75270932455269,1e-10,3.58702512725077e-09,2.44231679127056e-09,1311,"tags=55%, list=8%, signal=51%","81620/8318/990/4998/23594/4171/51053/8317/4175/4173/4172/5427/23649/4174/84515/5558"
"R-HSA-5663220","RHO GTPases Activate Formins",100,0.560133669251307,2.72478435192854,1e-10,3.58702512725077e-09,2.44231679127056e-09,580,"tags=27%, list=4%, signal=26%","220134/991/83540/1063/11004/699/701/147841/79019/5347/10403/9212/81624/57405/81930/55143/1062/2491/151648/54821/64105/11130/151246/91687/64946/9735/54908"
"R-HSA-8978868","Fatty acid metabolism",120,-0.485813727051039,-2.71397786994848,1e-10,3.58702512725077e-09,2.44231679127056e-09,2673,"tags=48%, list=16%, signal=41%","58488/641371/55825/113612/79071/3033/283927/64174/6916/5742/158584/788/5095/22949/10965/51703/5264/1376/166785/1892/84869/4051/5321/84129/23417/32/4594/34/8309/1573/79966/30/1962/10449/2053/35/11001/5446/134526/2687/5444/2180/8529/6296/33/5743/5740/1559/284541/1579/3248/1543/1582/1557/1558/51179/7069/1544"
"R-HSA-2467813","Separation of Sister Chromatids",132,0.53170217635167,2.69623515237258,1e-10,3.58702512725077e-09,2.44231679127056e-09,580,"tags=23%, list=4%, signal=23%","220134/991/83540/11065/1063/11004/699/9232/701/147841/79019/113130/5347/10403/9212/57405/81930/55143/1062/2491/151648/54821/64105/11130/151246/91687/64946/27338/9735/9700/54908"
"R-HSA-69206","G1/S Transition",89,0.563720908114943,2.68279113624055,1e-10,3.58702512725077e-09,2.44231679127056e-09,1778,"tags=36%, list=11%, signal=32%","1869/983/81620/8318/890/990/6241/891/4998/898/23594/7083/4171/51053/8317/993/4175/9134/55957/4173/286826/4172/5427/7298/23649/4174/84515/5933/5558/1163/28227/5111"
"R-HSA-73886","Chromosome Maintenance",109,0.536382929371051,2.64256138619097,1e-10,3.58702512725077e-09,2.44231679127056e-09,3172,"tags=48%, list=19%, signal=39%","7015/55355/79019/890/2491/64105/80119/8367/387103/91687/641/8365/79075/64946/8339/5984/63922/8370/2237/79172/23649/8970/11339/1763/3014/8341/5424/5558/8362/8348/8344/3978/8345/8343/5111/55166/5983/401541/5557/128312/8340/5440/54069/201254/55651/3012/8338/8294/8360/51750/5422/80152"
"R-HSA-68877","Mitotic Prometaphase",153,0.505945039511484,2.64106089080197,1e-10,3.58702512725077e-09,2.44231679127056e-09,4342,"tags=52%, list=26%, signal=38%","220134/991/4751/83540/64151/1063/9133/11004/983/699/701/147841/79019/113130/5347/10403/9212/57405/81930/891/55143/1062/2491/151648/23397/54821/64105/11130/151246/91687/10733/64946/9735/22994/54908/79172/22995/9918/7278/79980/55722/55835/11190/7283/23354/55166/10051/401541/27175/55559/55055/10382/10376/10592/95681/79023/55732/440145/80184/1454/10540/80152/3796/115106/8655/57122/1460/8481/55755/55920/54820/5885/378708/55746/1069/348995/85378/1778/7840"
"R-HSA-69242","S Phase",111,0.532465951271603,2.62762803170855,1e-10,3.58702512725077e-09,2.44231679127056e-09,2148,"tags=37%, list=13%, signal=32%","11065/1869/81620/113130/8318/890/990/4998/898/23594/9837/4171/51053/993/51659/27338/4175/157570/5984/9134/2237/55957/4173/286826/4172/5427/23649/4174/64785/84296/84515/1763/5424/5558/1163/3978/5111/5983/51434/5557/1875"
"R-HSA-68882","Mitotic Anaphase",161,0.500226636177134,2.62604850781605,1e-10,3.58702512725077e-09,2.44231679127056e-09,580,"tags=21%, list=4%, signal=21%","220134/991/83540/11065/1063/9133/11004/983/699/9232/701/147841/79019/113130/5347/10403/9212/57405/81930/891/55143/1062/2491/151648/54821/64105/11130/151246/91687/64946/27338/9735/9700/54908"
"R-HSA-2555396","Mitotic Metaphase and Anaphase",162,0.499028019001217,2.61712310861151,1e-10,3.58702512725077e-09,2.44231679127056e-09,580,"tags=21%, list=4%, signal=20%","220134/991/83540/11065/1063/9133/11004/983/699/9232/701/147841/79019/113130/5347/10403/9212/57405/81930/891/55143/1062/2491/151648/54821/64105/11130/151246/91687/64946/27338/9735/9700/54908"
"R-HSA-156711","Polo-like kinase mediated events",12,0.917558204751431,2.6064112385388,1e-10,3.58702512725077e-09,2.44231679127056e-09,846,"tags=83%, list=5%, signal=79%","995/4605/1063/9133/2305/5347/891/993/55957/286826"
"R-HSA-69481","G2/M Checkpoints",123,0.518480627759001,2.60533657755658,1e-10,3.58702512725077e-09,2.44231679127056e-09,1520,"tags=31%, list=9%, signal=28%","995/9133/2810/983/8318/890/51512/990/891/4998/63967/23594/8367/641/4171/8365/1111/8317/993/4175/8339/5984/8370/4173/4172/8970/4174/84515/1763/3014/8341/83990/8362/8348/83695/8344/8345/8343"
"R-HSA-69306","DNA Replication",149,0.500581587545794,2.60310949656438,1e-10,3.58702512725077e-09,2.44231679127056e-09,2828,"tags=40%, list=17%, signal=34%","11065/81620/8318/890/990/4998/898/23594/9837/8367/4171/8365/51053/8358/8317/51659/27338/4175/8339/5984/9134/8370/2237/4173/4172/8353/5427/23649/8970/8357/4174/64785/84296/84515/1763/3014/8341/5424/5558/8362/8348/8344/3978/8345/8343/11232/8355/5111/5983/51434/5557/128312/8340/9941/8352/3012/8338/8294/8356/8360"
"R-HSA-69239","Synthesis of DNA",89,0.542719692883551,2.58284473854268,1e-10,3.58702512725077e-09,2.44231679127056e-09,2114,"tags=37%, list=13%, signal=32%","11065/81620/8318/890/990/4998/898/23594/9837/4171/51053/51659/27338/4175/5984/9134/2237/4173/4172/5427/23649/4174/64785/84296/84515/1763/5424/5558/3978/5111/5983/51434/5557"
"R-HSA-176974","Unwinding of DNA",11,0.93581679389313,2.57580420410181,1e-10,3.58702512725077e-09,2.44231679127056e-09,1062,"tags=100%, list=6%, signal=94%","8318/9837/4171/51659/4175/4173/4172/4174/64785/84296/84515"
"R-HSA-195258","RHO GTPase Effectors",222,0.448979511737067,2.46972454649907,1e-10,3.58702512725077e-09,2.44231679127056e-09,3502,"tags=39%, list=21%, signal=31%","220134/995/128239/991/83540/1063/2810/11004/699/701/147841/79019/5347/10403/9212/81624/57405/81930/55143/1062/9928/2491/151648/54821/64105/11130/8367/151246/91687/8365/8358/64946/9735/54908/8339/9055/8370/79172/29941/8353/114822/8970/8357/7278/3014/8341/3798/79980/8362/8348/5600/8344/64837/8345/8343/3984/8355/55166/1856/401541/3985/3817/128312/8340/5585/55055/10382/10376/8352/3012/79023/8338/10095/8294/8356/8360/23380/10163/10092/80152/3796/5578/8655/91010/85236/5580/1857"
"R-HSA-68886","M Phase",301,0.431547650468664,2.46230792602925,1e-10,3.58702512725077e-09,2.44231679127056e-09,4850,"tags=47%, list=30%, signal=34%","220134/991/4751/83540/11065/64151/10112/1063/9133/11004/983/699/9232/701/147841/79019/113130/5347/10403/9212/57405/81930/891/55143/1062/2491/151648/23397/54821/64105/11130/8367/151246/91687/8365/8358/10733/64946/27338/9735/9700/22994/54908/8339/8370/79172/8353/8970/8357/22995/9918/7278/3014/8341/79980/55722/55835/8362/8348/8344/8345/11190/8343/54892/7283/8355/23354/55166/10051/401541/51434/27175/55559/128312/8340/55055/10382/10376/10592/8352/95681/7443/3012/79023/55732/8338/8294/221496/8356/23225/440145/8360/80184/5692/5595/9631/1454/10540/80152/3796/9688/5578/115106/5687/8655/85236/57122/84930/1460/8481/55755/121504/55920/7175/54820/5885/23165/29945/378708/55746/1069/348995/85378/1778/10213/7840/2029/1104/22897/79441/8815/8548/23636/8480/6232/203068/79902/11097/5901/7514/5708/9184"
"R-HSA-556833","Metabolism of lipids",474,-0.316142574685036,-2.15358580121683,1e-10,3.58702512725077e-09,2.44231679127056e-09,2267,"tags=28%, list=14%, signal=25%","124976/158584/788/570/10427/5095/866/51/57664/11343/340485/22949/10555/6309/84803/10965/51129/51703/9663/5264/3284/2274/392636/1376/200931/166785/1593/162466/79642/1892/5322/622/55224/84649/84869/9420/1109/4051/11145/5321/84129/116255/23417/166929/32/3283/125981/3155/56898/5244/54979/4594/34/80765/9023/211/38/8309/2638/3294/1573/79966/9429/6715/375775/9362/64850/30/22925/10400/8613/3158/1962/10891/10449/123/2053/35/11001/5446/10599/50486/134526/129807/5346/6822/2687/8647/5783/5444/2180/5288/335/55512/2168/5320/116519/2819/10998/161247/8529/6296/33/5743/5740/590/1559/416/3290/284541/1579/54511/3248/1543/6554/6718/57733/1582/83394/6716/1557/80168/51302/1558/1571/84879/51179/7069/28234/345275/1576/1544"
"R-HSA-194315","Signaling by Rho GTPases",450,0.350456973717879,2.09144114268857,1e-10,3.58702512725077e-09,2.44231679127056e-09,4850,"tags=42%, list=30%, signal=30%","220134/995/128239/991/83540/1063/54443/2810/56667/11004/699/701/147841/79019/5347/10403/9212/81624/57405/84904/81930/55143/1062/9928/2491/151648/54821/55789/64105/11130/9824/399693/29127/8367/80115/151246/91687/1894/8365/55227/8358/64946/9735/54908/8339/1795/5924/9055/89839/8370/115703/55831/79172/29941/8353/114822/8970/8357/58504/4162/80728/7278/9231/3014/23513/8341/3798/1627/5361/79980/8362/8348/5600/8344/2245/64837/8345/54509/8343/3984/64857/8355/7919/10505/7037/28964/55166/1856/57473/3326/401541/10963/3985/3817/128312/8340/5585/55055/57572/9181/10382/10376/908/9146/10970/8352/10817/3012/79023/10652/1152/8338/10095/393/23221/8294/537/153478/84681/8356/8360/23380/10163/10134/23129/10092/80152/3796/6709/5881/8503/5578/2802/8655/91010/85236/2631/5580/1857/57122/1362/5747/92799/4580/10552/121504/26230/55920/5296/55704/54820/7170/4548/389/2017/378708/4650/55746/1123/348995/1778/7534/9462/84986/23370/343578/57591/4983/27035/2697/11188/23075/6232/11140/50650/253980/29062/79822/5058/79902/27316/11113/7514/2873/22899/1072/57522/1495/9184"
"R-HSA-9716542","Signaling by Rho GTPases, Miro GTPases and RHOBTB3",460,0.348348134102164,2.08555666077288,1e-10,3.58702512725077e-09,2.44231679127056e-09,4850,"tags=42%, list=30%, signal=30%","220134/995/128239/991/83540/1063/54443/2810/56667/11004/699/701/147841/79019/5347/10403/9212/81624/57405/84904/81930/55143/1062/9928/2491/151648/898/54821/55789/64105/11130/9824/399693/29127/8367/80115/151246/91687/1894/8365/55227/8358/64946/9735/54908/8339/1795/5924/9055/89839/8370/115703/55831/79172/29941/8353/114822/8970/8357/58504/4162/80728/7278/9231/3014/23513/8341/3798/1627/5361/79980/80179/8362/8348/5600/8344/2245/64837/8345/54509/8343/3984/64857/8355/7919/10505/7037/28964/55166/1856/57473/3326/401541/10963/3985/3817/128312/8340/5585/55055/57572/9181/10382/10376/908/9146/10970/8352/10817/3012/79023/10652/1152/8338/10095/393/23221/8294/537/153478/84681/8356/8360/23380/10163/10134/23129/10092/80152/3796/6709/5881/8503/5578/2802/8655/91010/85236/2631/5580/1857/57122/1362/5747/92799/4580/10552/121504/26230/55920/5296/55704/54820/7170/4548/389/2017/378708/4650/55746/1123/348995/1778/7534/9462/84986/23370/343578/57591/4983/27035/2697/11188/23075/6232/11140/50650/253980/29062/79822/5058/79902/27316/11113/7514/2873/22899/1072/57522/1495/9184"
"R-HSA-69190","DNA strand elongation",30,0.727951056664206,2.74216853698458,1.11381607175772e-10,3.79283683382761e-09,2.58244889767649e-09,2114,"tags=70%, list=13%, signal=61%","8318/9837/4171/51659/4175/5984/2237/4173/4172/23649/4174/64785/84296/84515/1763/5424/5558/3978/5111/5983/5557"
"R-HSA-176187","Activation of ATR in response to replication stress",33,0.702752672744796,2.71932625261222,2.83270654265981e-10,9.39877504154305e-09,6.39939372795211e-09,1062,"tags=48%, list=6%, signal=45%","995/8318/990/4998/63967/23594/4171/1111/8317/993/4175/5984/4173/4172/4174/84515"
"R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes",30,0.715171214376255,2.69402727651271,4.44131874757257e-10,1.4017235266729e-08,9.54398919568227e-09,1778,"tags=53%, list=11%, signal=48%","995/1869/2810/79733/983/890/891/144455/898/6790/9134/1820/5933/55835/57060/5111"
"R-HSA-73894","DNA Repair",239,0.398464502815901,2.21511455681237,4.35032427132181e-10,1.4017235266729e-08,9.54398919568227e-09,4262,"tags=42%, list=26%, signal=32%","55247/51514/890/29089/146956/63967/7516/8367/641/9768/2177/8365/55215/1111/2187/8339/5984/7517/8370/2237/2189/2178/91442/5427/3838/8970/1763/4436/3014/8341/675/83990/197342/5424/8362/8348/83695/8344/3978/8345/8343/5111/63979/7706/5883/11200/5983/353497/64421/10401/128312/8340/55666/5440/4595/201254/56852/84464/10445/3012/27434/55732/57654/8338/8294/7515/283899/8360/4968/51750/11073/64858/5591/84126/2138/54962/8914/2968/7353/142/64708/10038/85236/83444/79913/121642/5436/9656/5889/121504/80198/51548/10987/8607/4798/5810/2188/378708/1069/65057/5892"
"R-HSA-69002","DNA Replication Pre-Initiation",119,0.474547419481284,2.3721959558789,1.18239443040543e-09,3.64290093558245e-08,2.48036124874523e-08,2828,"tags=37%, list=17%, signal=31%","11065/81620/8318/990/4998/23594/8367/4171/8365/51053/8358/8317/27338/4175/8339/8370/4173/4172/8353/5427/23649/8970/8357/4174/84515/3014/8341/5558/8362/8348/8344/8345/8343/8355/51434/5557/128312/8340/8352/3012/8338/8294/8356/8360"
"R-HSA-9645723","Diseases of programmed cell death",73,0.55184109659255,2.52942936469521,1.41822299922066e-09,4.26786176974777e-08,2.90588164099803e-08,2828,"tags=49%, list=17%, signal=41%","995/1029/8367/8365/8358/993/8339/8370/1789/8353/23649/8970/8357/3014/8341/1788/5558/8362/8348/8344/8851/8345/8343/1786/8355/5557/128312/8340/1020/994/8352/3012/8338/8294/8356/8360"
"R-HSA-2299718","Condensation of Prophase Chromosomes",57,0.59825269687332,2.6134870874084,2.0240751639864e-09,5.95262105045093e-08,4.05299261305412e-08,2828,"tags=53%, list=17%, signal=44%","983/5347/891/8367/8365/8358/8339/8370/8353/8970/8357/3014/8341/8362/8348/8344/8345/8343/54892/8355/10051/128312/8340/10592/8352/3012/8338/8294/8356/8360"
"R-HSA-500792","GPCR ligand binding",230,-0.360338992462486,-2.21350180306562,2.27234571435602e-09,6.53425634305932e-08,4.44901371442337e-08,2176,"tags=34%, list=13%, signal=30%","51554/728/8325/1233/5368/885/1524/727/133/1880/6752/7434/10268/84658/8477/5729/6348/1812/338442/2147/10316/1907/6360/10563/10803/154/6751/2867/5732/2829/5739/1230/56670/6351/283869/1910/6347/7476/185/7483/1902/53829/7477/153/59350/7481/2797/60675/2920/147/151/2357/6366/3579/3577/2015/4889/6363/64805/846/5473/2358/6368/6372/6288/2918/2831/4886/7472/6387/9340/5020/2642/5745/552/7433/148/1129/1393"
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere",56,0.599852886360762,2.61756725598947,2.64082780966914e-09,7.27070465045079e-08,4.95044317288482e-08,2828,"tags=55%, list=17%, signal=46%","55355/79019/2491/64105/8367/387103/91687/8365/64946/8339/8370/79172/8970/11339/3014/8341/8362/8348/8344/8345/8343/55166/401541/128312/8340/54069/201254/3012/8338/8294/8360"
"R-HSA-774815","Nucleosome assembly",56,0.599852886360762,2.61756725598947,2.64082780966914e-09,7.27070465045079e-08,4.95044317288482e-08,2828,"tags=55%, list=17%, signal=46%","55355/79019/2491/64105/8367/387103/91687/8365/64946/8339/8370/79172/8970/11339/3014/8341/8362/8348/8344/8345/8343/55166/401541/128312/8340/54069/201254/3012/8338/8294/8360"
"R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)",23,-0.773547631009762,-2.98248992972475,3.75924070676118e-09,1.01342864053103e-07,6.90018524464717e-08,2286,"tags=87%, list=14%, signal=75%","3053/2155/2165/5624/5104/5627/2147/710/7056/5197/2161/462/2152/2814/2/2160/2266/3818/2244/2158"
"R-HSA-69205","G1/S-Specific Transcription",22,0.759584152757822,2.62619459758004,5.35248903328356e-09,1.41349404266713e-07,9.62413173116722e-08,2148,"tags=68%, list=13%, signal=59%","1869/983/81620/8318/990/6241/4998/898/7083/55957/286826/7298/5933/5111/1875"
"R-HSA-5660526","Response to metal ions",11,-0.897504521763202,-2.69596588263145,6.37478044848267e-09,1.63215703659455e-07,1.11129540358711e-07,404,"tags=82%, list=2%, signal=80%","4490/4489/4502/4501/4493/4494/4499/4495/4496"
"R-HSA-5693532","DNA Double-Strand Break Repair",125,0.459621275077377,2.31644040509221,6.43276730033401e-09,1.63215703659455e-07,1.11129540358711e-07,3864,"tags=46%, list=24%, signal=36%","890/146956/63967/7516/8367/641/8365/1111/8339/5984/7517/8370/2237/5427/3838/8970/1763/3014/8341/675/83990/197342/5424/8362/8348/83695/8344/8345/8343/5111/63979/5883/11200/5983/64421/128312/8340/84464/27434/55732/8294/7515/8360/51750/11073/5591/84126/2138/54962/8914/142/10038/85236/9656/5889/121504/80198/51548"
"R-HSA-166663","Initial triggering of complement",14,-0.850903982408991,-2.80086454030559,7.2941250257902e-09,1.81511495834087e-07,1.23586693250737e-07,2456,"tags=100%, list=15%, signal=85%","720/721/712/1675/714/713/716/715/1401/5199/8547/10584/2220"
"R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition",27,0.715292880339729,2.61235763281912,1.00709349113656e-08,2.45882825949191e-07,1.67415541624886e-07,499,"tags=41%, list=3%, signal=40%","995/55355/9133/983/90381/2305/5347/890/891/151648/993"
"R-HSA-71291","Metabolism of amino acids and derivatives",271,-0.328756831236519,-2.06819751297844,1.46761938176514e-08,3.51685088889647e-07,2.39453688603786e-07,2133,"tags=29%, list=13%, signal=25%","10166/1629/2184/2806/9060/55256/79814/5860/55526/8659/1892/2746/2805/3712/8942/2731/5053/84706/9380/2875/3067/51268/130013/1733/2639/38/152926/1036/2628/10247/23498/6470/29968/594/10157/2346/58510/1757/1735/1610/4942/144193/6539/1491/189/36/10841/383/54363/102724560/4329/445/26227/29958/3034/5009/4143/2954/112817/389434/443/3242/64902/1373/27232/10993/27165/6999/635/6898/8424/11185/51166/169355/4837/1621/374569/131669"
"R-HSA-5661231","Metallothioneins bind metals",10,-0.907796433572881,-2.64706542804418,1.57734582931294e-08,3.71106455114718e-07,2.52677217059318e-07,404,"tags=90%, list=2%, signal=88%","4490/4489/4502/4501/4493/4494/4499/4495/4496"
"R-HSA-2142753","Arachidonate metabolism",42,-0.6220805000969,-2.83159261903562,1.63455435778321e-08,3.77698810530621e-07,2.57165788997096e-07,2552,"tags=60%, list=16%, signal=50%","113612/64174/6916/5742/158584/22949/4051/5321/1573/2053/5446/2687/5444/8529/5743/5740/1559/284541/1579/3248/1543/1582/1557/1558/1544"
"R-HSA-5334118","DNA methylation",53,0.582478843718085,2.51708945309727,1.78746543025709e-08,4.05786011710996e-07,2.76289670383229e-07,2828,"tags=53%, list=17%, signal=44%","29128/8367/8365/8358/8339/8370/1789/8353/8970/8357/3014/8341/1788/8362/8348/8344/8345/8343/1786/8355/128312/8340/8352/3012/8338/8294/8356/8360"
"R-HSA-5693538","Homology Directed Repair",109,0.471743788781709,2.32410811781746,1.95342944803402e-08,4.35816845820004e-07,2.9673692341279e-07,3864,"tags=48%, list=24%, signal=37%","890/146956/63967/7516/8367/641/8365/1111/8339/5984/7517/8370/2237/5427/8970/1763/3014/8341/675/83990/197342/5424/8362/8348/83695/8344/8345/8343/5111/63979/5883/5983/128312/8340/84464/55732/8294/7515/8360/51750/11073/84126/54962/8914/142/10038/85236/9656/5889/121504/80198/51548"
"R-HSA-9018678","Biosynthesis of specialized proresolving mediators (SPMs)",14,-0.841586638768943,-2.77019525452158,2.08937503053481e-08,4.58245981273228e-07,3.12008367628481e-07,975,"tags=64%, list=6%, signal=61%","2053/5743/1559/3248/1543/1558/1571/1576/1544"
"R-HSA-140837","Intrinsic Pathway of Fibrin Clot Formation",14,-0.840903852731899,-2.76794777273831,2.23223491334788e-08,4.73526553749535e-07,3.22412531919272e-07,2286,"tags=93%, list=14%, signal=80%","3053/5624/5104/5627/2147/710/2161/462/2814/2/2160/3818/2158"
"R-HSA-1538133","G0 and Early G1",20,0.765145677706036,2.56603662925451,2.22455589971268e-08,4.73526553749535e-07,3.22412531919272e-07,2148,"tags=70%, list=13%, signal=61%","7153/4605/1869/983/890/990/898/993/9134/55957/286826/5933/5111/1875"
